/begin_header
/start_date=1970-01-01
/end_date=2030-01-01
/north_latitude=90[deg]
/south_latitude=-90[deg]
/east_longitude=180[deg]
/west_longitude=-180[deg]
! Date processed: 2021-08-25 17:47:25 GMT
! Date archived: 1970-01-01 to 2030-01-01
! Water depth: 0 to 10000
! Data source: seabass
! Exclusions:
!                                                             , SeaWiFS             
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  75 
!  Maximum satellite zenith angle                             ,                  60 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                  20 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2018-05-03 20:21:26 
! Statistics:
!  Product Name , #    , Mean Bias , Mean Absolute Percent , Mean Absolute Error (MAE) , SeaWiFS Range        , In situ Range        
!  chlor_a      , 2278 ,   1.02610 , NaN                   ,                   1.64047 , 0.027514 - 180.86721 , 0.009000 - 138.04700 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,seawifs_filename,seawifs_es_error,seawifs_pixel_total,seawifs_tdiff,seawifs_solz,seawifs_senz,seawifs_cv,seawifs_windspeed,seawifs_chlor_a,insitu_chlor_a_type,insitu_chlor_a,seawifs_rrs412,seawifs_rrs443,seawifs_rrs490,seawifs_rrs510,seawifs_rrs555,seawifs_rrs670
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,mg*m^-3,unitless,mg*m^-3,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1
/end_header
280136,29.05270000,-87.32320000,2010-05-13 21:02:00,2010_05_wbii,S2010133195617.L2_MLAC.R0000020308_2010_05_wbii_280136.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-2866,35.43,29.85,0.110,6.367,0.19178500,chl,0.17375000,0.00468400,0.00458000,0.00397600,0.00284800,0.00141000,-0.00002200
211974,17.69680000,-66.00120000,2003-10-28 18:12:00,a22,S2003301161018.L2_MLAC.R0000020313_17N_17N_66W_65W.hdf_OCVAL.nc_a22_211974_B5.tgz,0.00000000,25,-6455,31.10,49.79,0.024,1.987,0.08790600,chl,0.06900000,0.01074400,0.00879500,0.00603200,0.00324100,0.00154900,0.00011200
1265,45.31390000,12.50830000,2003-03-18 11:23:00,aaot_2003,S2003077110425.L2_MLAC.R0000020314_45N_45N_12E_12E.hdf_OCVAL.nc_aaot_2003_1265_B5.tgz,0.00000000,25,-507,46.33,54.02,0.136,0.336,1.97452500,chl_a,2.09430003,0.00421200,0.00480600,0.00662500,0.00660400,0.00620900,0.00098400
1268,45.31390000,12.50830000,2003-05-13 10:15:00,aaot_2003,S2003133112858.L2_MLAC.R0000020314_45N_45N_12E_12E.hdf_OCVAL.nc_aaot_2003_1268_B5.tgz,0.00000000,25,5341,28.09,27.49,0.051,2.457,1.77938800,chl_a,0.96619999,0.00445100,0.00495300,0.00566300,0.00564200,0.00528400,0.00092100
1276,45.31390000,12.50830000,2003-06-20 11:59:00,aaot_2003,S2003171110723.L2_MLAC.R0000020314_45N_45N_12E_12E.hdf_OCVAL.nc_aaot_2003_1276_B5.tgz,0.00000000,25,-2101,22.03,47.91,0.083,3.460,1.12144400,chl_a,0.71310002,0.00337800,0.00370100,0.00446600,0.00414200,0.00353100,0.00031600
1287,45.31390000,12.50830000,2003-07-08 10:30:00,aaot_2003,S2003189115451.L2_MLAC.R0000020314_45N_45N_12E_12E.hdf_OCVAL.nc_aaot_2003_1287_B5.tgz,0.00000000,25,6047,25.51,31.87,0.085,3.084,0.69275900,chl_a,0.37369999,0.00578600,0.00564800,0.00547800,0.00490000,0.00372300,0.00021400
279946,23.01390000,59.97550000,2010-03-10 11:37:00,abudhabi-masqat,S2010069095904.L2_GAC.R0000020316_abudhabi-masqat_279946.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-5159,40.02,34.64,0.098,2.418,2.52423300,chl_a,1.34200001,-0.00131800,0.00023000,0.00143800,0.00185600,0.00193800,0.00061700
16850,24.42300000,-56.17200000,1999-01-19 16:40:00,aerosols_indoex_99,S1999019152251.L2_MLAC.R0000020323_24N_24N_56W_56W.hdf_OCVAL.nc_aerosols_indoex_99_16850_B5.tgz,0.00000000,25,-4112,45.13,54.10,0.015,8.248,0.07322300,chl,0.31000000,0.01060500,0.00880600,0.00561700,0.00287300,0.00115500,0.00007400
16859,-4.28300000,-17.90000000,1999-01-29 12:30:00,aerosols_indoex_99,S1999029125458.L2_MLAC.R0000020323_4S_4S_17W_17W.hdf_OCVAL.nc_aerosols_indoex_99_16859_B5.tgz,0.00000000,25,2510,14.03,22.23,0.022,5.613,0.13636000,chl,0.11400000,0.00762000,0.00627000,0.00477500,0.00287700,0.00128400,0.00009800
16865,-23.22800000,4.52000000,1999-02-04 11:05:00,aerosols_indoex_99,S1999035104627.L2_GAC.R0000020323_23S_23S_4E_4E.hdf_OCVAL.nc_aerosols_indoex_99_16865_B5.tgz,0.00000000,25,182,13.14,44.49,0.020,6.467,0.07854500,chl,0.07600000,0.01103700,0.00900800,0.00603700,0.00331200,0.00145300,0.00012500
16867,-28.97000000,11.79900000,1999-02-06 10:30:00,aerosols_indoex_99,S1999037103636.L2_MLAC.R0000020323_28S_28S_11E_11E.hdf_OCVAL.nc_aerosols_indoex_99_16867_B5.tgz,0.00000000,25,1782,14.68,22.88,0.024,6.733,0.16604200,chl,0.13300000,0.00633500,0.00607400,0.00493600,0.00324600,0.00167300,0.00025400
16869,-34.22600000,18.07500000,1999-02-11 11:30:00,aerosols_indoex_99,S1999042092229.L2_MLAC.R0000020323_34S_34S_18E_18E.hdf_OCVAL.nc_aerosols_indoex_99_16869_B5.tgz,0.00000000,25,-6123,26.15,57.87,0.069,7.909,1.28821100,chl,1.63100004,0.00264000,0.00239000,0.00266500,0.00246500,0.00224300,0.00040400
16873,-29.99300000,36.34100000,1999-02-15 09:50:00,aerosols_indoex_99,S1999046090247.L2_MLAC.R0000020323_29S_29S_36E_36E.hdf_OCVAL.nc_aerosols_indoex_99_16873_B5.tgz,0.00000000,25,-1387,17.95,28.22,0.029,5.414,0.07157100,chl,0.03000000,0.01282100,0.00985600,0.00647000,0.00366900,0.00161500,0.00017600
16880,-3.68100000,64.47300000,1999-02-26 06:40:00,aerosols_indoex_99,S1999057071854.L2_MLAC.R0000020323_3S_3S_64E_64E.hdf_OCVAL.nc_aerosols_indoex_99_16880_B5.tgz,0.00000000,25,3489,6.66,23.75,0.015,2.788,0.11583100,chl,0.19800000,0.00962900,0.00742100,0.00540700,0.00318900,0.00152400,0.00019900
16882,2.33600000,71.54200000,1999-02-28 05:45:00,aerosols_indoex_99,S1999059070854.L2_MLAC.R0000020323_2N_2N_71E_71E.hdf_OCVAL.nc_aerosols_indoex_99_16882_B5.tgz,0.00000000,25,6099,10.43,30.48,0.115,4.567,0.18824300,chl,0.20999999,0.00770900,0.00712600,0.00595000,0.00435500,0.00224500,0.00066300
16888,17.02400000,67.01200000,1999-03-11 05:40:00,aerosols_indoex_99,S1999070070352.L2_MLAC.R0000020323_17N_17N_67E_67E.hdf_OCVAL.nc_aerosols_indoex_99_16888_B5.tgz,0.00000000,25,5934,21.65,49.90,0.014,7.742,0.30882500,chl,0.28000000,0.00376000,0.00371800,0.00375500,0.00262400,0.00154300,0.00017000
16889,11.58300000,67.00000000,1999-03-12 05:41:00,aerosols_indoex_99,S1999071074817.L2_MLAC.R0000020323_11N_11N_66E_67E.hdf_OCVAL.nc_aerosols_indoex_99_16889_B5.tgz,0.00000000,25,8613,16.05,49.24,0.057,6.480,0.18793900,chl,0.33600000,0.00499300,0.00432500,0.00377000,0.00241600,0.00123800,0.00014600
16890,6.27000000,67.00000000,1999-03-13 06:00:00,aerosols_indoex_99,S1999072065349.L2_MLAC.R0000020323_6N_6N_67E_67E.hdf_OCVAL.nc_aerosols_indoex_99_16890_B5.tgz,0.00000000,25,4329,11.89,51.30,0.044,4.187,0.14919200,chl,0.11900000,0.00683500,0.00562200,0.00433000,0.00232300,0.00120300,0.00014300
16897,4.04400000,73.96800000,1999-03-26 08:27:00,aerosols_indoex_99,S1999085063829.L2_MLAC.R0000020323_4N_4N_73E_73E.hdf_OCVAL.nc_aerosols_indoex_99_16897_B5.tgz,0.00000000,25,-5302,3.46,30.48,0.028,2.171,0.12612300,chl,0.11000000,0.00765500,0.00611200,0.00431800,0.00213600,0.00089600,-0.00002000
16900,9.96800000,85.07800000,1999-03-30 05:44:00,aerosols_indoex_99,S1999089061830.L2_MLAC.R0000020323_9N_9N_85E_85E.hdf_OCVAL.nc_aerosols_indoex_99_16900_B5.tgz,0.00000000,25,3195,7.11,31.03,0.016,2.345,0.13675200,chl,0.14000000,0.00816900,0.00669900,0.00508900,0.00309500,0.00156600,0.00021200
20480,17.36230000,68.47500000,1999-03-10 08:41:00,aerosols_indoex_99,S1999069075814.L2_MLAC.R0000020323_17N_17N_68E_68E.hdf_OCVAL.nc_aerosols_indoex_99_20480_B5.tgz,0.00000000,25,-1705,23.36,58.76,0.021,6.547,0.17382600,chl,0.15700001,0.00564500,0.00500300,0.00418100,0.00272600,0.00137800,0.00013700
18791,39.29000000,25.11000000,1997-10-11 09:00:00,akwanavt_97,S1997284110316.L2_MLAC.R0000020330_39N_39N_25E_25E.hdf_OCVAL.nc_akwanavt_97_18791_B5.tgz,0.00000000,25,7838,48.75,37.80,0.068,6.123,0.21662800,chl,0.09100000,0.00641200,0.00629500,0.00524200,0.00378300,0.00218400,0.00033600
10075,41.19740000,-66.70150000,1998-06-05 15:35:00,al9807,S1998156163738.L2_MLAC.R0000020331_41N_40N_67W_66W.hdf_OCVAL.nc_al9807_10075_B5.tgz,0.00000000,25,4677,19.52,24.24,0.015,13.259,0.80986900,chl,1.78939998,0.00298900,0.00321600,0.00342500,0.00309900,0.00236400,0.00055500
10076,41.06750000,-67.06000000,1998-06-05 18:05:00,al9807,S1998156163738.L2_MLAC.R0000020331_41N_40N_67W_66W.hdf_OCVAL.nc_al9807_10076_B5.tgz,0.00000000,25,-4320,19.31,25.14,0.012,12.841,1.26065200,chl,2.31360006,0.00295100,0.00305500,0.00330900,0.00320100,0.00273500,0.00074200
10090,42.10370000,-66.38530000,1998-06-07 19:40:00,al9807,S1998158162816.L2_MLAC.R0000020331_42N_42N_66W_66W.hdf_OCVAL.nc_al9807_10090_B5.tgz,0.00000000,25,-10592,19.74,32.64,0.052,1.728,0.66891200,chl,0.60850000,0.00290100,0.00314500,0.00346200,0.00306700,0.00217200,0.00022200
10102,43.92370000,-68.58150000,1998-06-09 13:48:00,al9807,S1998160161854.L2_MLAC.R0000020331_43N_43N_69W_68W.hdf_OCVAL.nc_al9807_10102_B5.tgz,0.00000000,25,9948,20.98,51.70,0.070,3.003,1.47919300,chl,1.59060001,0.00159000,0.00172200,0.00211400,0.00199600,0.00185300,0.00012700
10108,42.12950000,-68.75970000,1998-06-10 15:20:00,al9807,S1998161170343.L2_MLAC.R0000020331_42N_42N_69W_68W.hdf_OCVAL.nc_al9807_10108_B5.tgz,0.00000000,25,7126,21.22,28.31,0.012,4.249,0.43933900,chl,0.28560001,0.00310100,0.00333900,0.00323300,0.00266600,0.00169300,0.00018700
10109,42.12120000,-69.65920000,1998-06-10 20:03:00,al9807,S1998161170343.L2_MLAC.R0000020331_42N_42N_69W_68W.hdf_OCVAL.nc_al9807_10109_B5.tgz,0.00000000,25,-9851,20.89,25.16,0.028,4.489,0.49380000,chl,0.23860000,0.00280700,0.00304600,0.00301800,0.00253500,0.00163000,0.00016900
3973,-61.99700000,-59.99000000,1998-01-10 14:50:00,amlr1998,S1998010145252.L2_MLAC.R0000020333_61S_61S_60W_59W.hdf_OCVAL.nc_amlr1998_3973_B5.tgz,0.00000000,25,1999,40.79,30.78,0.017,13.135,0.26428700,chl,0.51099998,0.00641600,0.00552900,0.00472700,0.00371400,0.00206800,0.00042300
4064,-61.24800000,-58.49800000,1998-02-08 13:27:00,amlr1998,S1998039150552.L2_MLAC.R0000020333_61S_61S_58W_57W.hdf_OCVAL.nc_amlr1998_4064_B5.tgz,0.00000000,25,7856,46.65,43.43,0.094,6.943,0.18454100,chl,0.94700003,0.00584200,0.00477200,0.00384700,0.00284400,0.00141300,0.00014400
4065,-61.49800000,-57.99500000,1998-02-08 17:04:00,amlr1998,S1998039150552.L2_MLAC.R0000020333_61S_61S_58W_57W.hdf_OCVAL.nc_amlr1998_4065_B5.tgz,0.00000000,25,-5161,46.85,44.83,0.037,6.199,0.28344000,chl,0.92799997,0.00471800,0.00385500,0.00347900,0.00267000,0.00155200,0.00018100
17359,-61.59900000,-62.59800000,2000-02-22 13:30:00,amlr2000,S2000053135537.L2_MLAC.R0000020335_61S_61S_62W_62W.hdf_OCVAL.nc_amlr2000_17359_B5.tgz,0.00000000,25,3593,55.34,41.66,0.065,2.505,0.07637600,chl_a,0.28299999,0.01001000,0.00891500,0.00632300,0.00353400,0.00121000,-0.00004500
17362,-61.50286000,-62.00967000,2000-02-23 18:00:00,amlr2000,S2000054143936.L2_MLAC.R0000020335_61S_62S_62W_61W.hdf_OCVAL.nc_amlr2000_17362_B5.tgz,0.00000000,25,-9992,53.07,22.79,0.013,0.770,0.07012900,chl_a,0.09300000,0.01075500,0.00943500,0.00651900,0.00359700,0.00134800,0.00007400
17382,-60.00500000,-53.59600000,2000-03-04 14:04:00,amlr2000,S2000064134454.L2_MLAC.R0000020335_60S_60S_53W_53W.hdf_OCVAL.nc_amlr2000_17382_B5.tgz,0.00000000,25,930,56.28,29.03,0.058,3.658,0.65002100,chl_a,1.10099995,0.00262300,0.00229900,0.00249900,0.00226500,0.00164700,0.00024000
17383,-60.00100000,-53.29800000,2000-03-04 17:10:00,amlr2000,S2000064134454.L2_MLAC.R0000020335_60S_60S_53W_53W.hdf_OCVAL.nc_amlr2000_17383_B5.tgz,0.00000000,25,-10231,56.21,28.31,0.100,3.635,0.77824400,chl_a,1.96399999,0.00234800,0.00208200,0.00229600,0.00205300,0.00152400,0.00022700
4573,-61.49933000,-56.49360000,2001-02-19 16:11:00,amlr2001,S2001050135427.L2_MLAC.R0000020336_60S_61S_56W_56W.hdf_OCVAL.nc_amlr2001_4573_B5.tgz,0.00000000,25,-6046,52.96,27.21,0.070,3.470,0.25661400,chl_a,0.57400000,0.00524900,0.00497400,0.00458600,0.00335100,0.00180000,0.00019100
17505,-60.99845000,-56.49782000,2002-01-22 13:30:00,amlr2002,S2002022133012.L2_MLAC.R0000020337_60S_61S_56W_56W.hdf_OCVAL.nc_amlr2002_17505_B5.tgz,0.00000000,25,2031,45.94,45.79,0.117,7.330,0.23223600,chl,0.56000000,0.00506700,0.00451400,0.00404100,0.00297700,0.00156300,0.00019800
17506,-60.99845000,-56.49782000,2002-01-22 13:49:00,amlr2002,S2002022133012.L2_MLAC.R0000020337_60S_61S_56W_56W.hdf_OCVAL.nc_amlr2002_17506_B5.tgz,0.00000000,25,891,45.94,45.79,0.117,7.330,0.23223600,chl_a,0.61400002,0.00506700,0.00451400,0.00404100,0.00297700,0.00156300,0.00019800
17507,-61.24950000,-56.49420000,2002-01-22 16:31:00,amlr2002,S2002022133012.L2_MLAC.R0000020337_60S_61S_56W_56W.hdf_OCVAL.nc_amlr2002_17507_B5.tgz,0.00000000,25,-8826,46.13,45.14,0.040,7.612,0.33116000,chl,1.06400001,0.00474400,0.00396900,0.00360500,0.00279900,0.00167800,0.00019700
17581,-60.48000000,-68.44900000,2002-02-09 16:11:00,amlr2002,S2002040143441.L2_MLAC.R0000020337_60S_61S_69W_68W.hdf_OCVAL.nc_amlr2002_17581_B5.tgz,0.00000000,25,-3697,49.25,36.46,0.035,8.220,0.13222700,chl_a,0.17800000,0.01008000,0.00882700,0.00729500,0.00496100,0.00259600,0.00033900
17582,-60.36000000,-68.55000000,2002-02-09 17:11:00,amlr2002,S2002040143441.L2_MLAC.R0000020337_60S_61S_69W_68W.hdf_OCVAL.nc_amlr2002_17582_B5.tgz,0.00000000,25,-7299,49.18,37.04,0.040,8.258,0.13902100,chl_a,0.18099999,0.01018900,0.00883300,0.00749300,0.00514800,0.00270800,0.00030800
17583,-60.24025000,-69.04617000,2002-02-09 18:11:00,amlr2002,S2002040161329.L2_MLAC.R0000020337_59S_61S_69W_68W.hdf_OCVAL.nc_amlr2002_17583_B5.tgz,0.00000000,25,-5017,45.67,58.05,0.042,7.666,0.12312100,chl_a,0.30300000,0.01034600,0.00936300,0.00803200,0.00543400,0.00271600,0.00030900
17584,-60.11915000,-69.14159000,2002-02-09 19:11:00,amlr2002,S2002040161329.L2_MLAC.R0000020337_59S_61S_69W_68W.hdf_OCVAL.nc_amlr2002_17584_B5.tgz,0.00000000,25,-8619,45.55,57.83,0.021,7.632,0.12190900,chl_a,0.31200001,0.01047900,0.00947100,0.00808400,0.00546500,0.00270600,0.00025800
17715,-61.24950000,-56.49420000,2002-01-22 16:38:00,amlr2002,S2002022133012.L2_MLAC.R0000020337_60S_61S_56W_56W.hdf_OCVAL.nc_amlr2002_17715_B5.tgz,0.00000000,25,-9246,46.13,45.14,0.040,7.612,0.33116000,chl_a,1.11000001,0.00474400,0.00396900,0.00360500,0.00279900,0.00167800,0.00019700
211330,-62.44342000,-61.64365000,2004-01-17 16:32:00,amlr2004_leg1,S2004017152637.L2_MLAC.R0000020338_62S_62S_61W_61W.hdf_OCVAL.nc_amlr2004_leg1_211330_B5.tgz,0.00000000,25,-1955,41.77,42.55,0.096,9.046,0.39125200,chl_a,0.94300002,0.00663800,0.00627800,0.00593600,0.00472100,0.00285900,0.00042400
211333,-60.99835000,-57.51617000,2004-01-21 14:58:00,amlr2004_leg1,S2004021145219.L2_MLAC.R0000020338_60S_60S_57W_57W.hdf_OCVAL.nc_amlr2004_leg1_211333_B5.tgz,0.00000000,25,1624,41.54,29.09,0.044,3.521,0.18780900,chl_a,0.83999997,0.00566100,0.00471500,0.00394400,0.00283400,0.00140200,0.00014900
211400,-61.28580000,-53.90528000,2004-03-01 16:52:00,amlr2004_leg2,S2004061140355.L2_MLAC.R0000020339_61S_61S_53W_53W.hdf_OCVAL.nc_amlr2004_leg2_211400_B5.tgz,0.00000000,25,-7892,55.42,25.10,0.127,5.704,0.19178500,chl_a,0.80100000,0.00360900,0.00378700,0.00344100,0.00240900,0.00113000,0.00017500
211416,-63.03129000,-60.38970000,2004-03-12 15:02:00,amlr2004_leg2,S2004072145655.L2_MLAC.R0000020339_63S_63S_61W_60W.hdf_OCVAL.nc_amlr2004_leg2_211416_B5.tgz,0.00000000,25,1969,60.39,29.74,0.036,17.032,0.19323700,chl_a,0.10200000,0.00965000,0.00796800,0.00633500,0.00493100,0.00288000,0.00067400
211426,-63.25235000,-60.00877000,2007-01-13 14:06:00,amlr2007,S2007013163654.L2_LAC.R0000020341_63S_63S_60W_60W.hdf_OCVAL.nc_amlr2007_211426_B5.tgz,0.00000000,25,9060,42.06,48.51,0.066,7.801,0.43726900,chl_a,1.17400002,0.00371700,0.00300500,0.00288300,0.00244800,0.00155400,0.00020300
24537,24.13600000,-20.99870000,1997-09-27 11:06:00,amt5,S1997270134451.L2_MLAC.R0000020351_24N_23N_21W_20W.hdf_OCVAL.nc_amt5_24537_B5.tgz,0.00000000,25,10319,27.96,35.53,0.048,5.450,0.10031100,chl_a,0.15800001,0.01031900,0.00868900,0.00635000,0.00402400,0.00189400,0.00030900
24542,-0.77500000,-25.66330000,1997-10-03 10:39:00,amt5,S1997276131803.L2_GAC.R0000020351_0S_1S_25W_25W.hdf_OCVAL.nc_amt5_24542_B5.tgz,0.00000000,25,10717,3.70,30.48,0.033,5.838,0.15515500,chl_a,0.11800000,0.00847800,0.00703900,0.00567000,0.00372200,0.00204200,0.00034300
24593,42.63070000,-19.95000000,1997-09-20 12:59:00,amt5,S1997263132637.L2_MLAC.R0000020351_42N_42N_19W_19W.hdf_OCVAL.nc_amt5_24593_B5.tgz,0.00000000,25,2200,41.99,37.34,0.057,5.632,0.14271800,chl_a,0.19499999,0.00545800,0.00489100,0.00408500,0.00239200,0.00100600,-0.00012900
24594,42.45000000,-19.96720000,1997-09-20 14:05:00,amt5,S1997263132637.L2_MLAC.R0000020351_42N_42N_19W_19W.hdf_OCVAL.nc_amt5_24594_B5.tgz,0.00000000,25,-1757,41.81,37.23,0.065,5.514,0.13780200,chl_a,0.12600000,0.00737100,0.00660900,0.00514600,0.00325600,0.00156400,0.00015500
24626,28.63410000,-20.99440000,1997-09-26 14:07:00,amt5,S1997269125950.L2_MLAC.R0000020351_29N_28N_20W_20W.hdf_OCVAL.nc_amt5_24626_B5.tgz,0.00000000,25,-3287,30.03,56.85,0.018,5.708,0.06323000,chl_a,0.05800000,0.01310600,0.01018100,0.00657800,0.00351400,0.00156700,0.00015600
6263,-32.06000000,17.87000000,1998-05-16 11:30:00,amt6,S1998136095637.L2_MLAC.R0000020352_32S_32S_17E_17E.hdf_OCVAL.nc_amt6_6263_B5.tgz,0.00000000,25,-3602,51.29,22.42,0.047,6.754,6.60804400,chl_a,5.03399992,0.00027400,0.00063500,0.00123000,0.00159700,0.00224500,0.00083700
6277,-21.53000000,12.21000000,1998-05-23 12:30:00,amt6,S1998143101309.L2_MLAC.R0000020352_21S_21S_12E_12E.hdf_OCVAL.nc_amt6_6277_B5.tgz,0.00000000,25,-6352,42.51,40.03,0.066,7.485,3.29122700,chl_a,1.76100004,0.00028600,0.00069800,0.00135600,0.00144200,0.00162900,0.00049100
6278,-21.40000000,12.10000000,1998-05-23 13:30:00,amt6,S1998143101309.L2_MLAC.R0000020352_21S_21S_12E_12E.hdf_OCVAL.nc_amt6_6278_B5.tgz,0.00000000,25,-9953,42.39,40.82,0.039,7.704,2.48713500,chl_a,1.79400003,0.00102600,0.00152000,0.00224700,0.00237300,0.00248700,0.00061100
24206,-32.33670000,17.87670000,1998-05-16 08:56:00,amt6,S1998136095637.L2_MLAC.R0000020352_32S_32S_17E_17E.hdf_OCVAL.nc_amt6_24206_B5.tgz,0.00000000,25,5642,51.56,22.35,0.045,6.392,2.13407300,chl_a,2.51900005,0.00107800,0.00134000,0.00168400,0.00184900,0.00185900,0.00050900
24214,-29.51170000,15.20830000,1998-05-19 10:00:00,amt6,S1998139103201.L2_GAC.R0000020352_29S_29S_15E_15E.hdf_OCVAL.nc_amt6_24214_B5.tgz,0.00000000,25,3877,49.35,42.00,0.096,7.063,0.75406100,chl_a,1.11899996,0.00212700,0.00228200,0.00241200,0.00231700,0.00165400,0.00027000
24223,-14.74330000,7.86000000,1998-05-26 09:18:00,amt6,S1998146104833.L2_MLAC.R0000020352_14S_14S_7E_7E.hdf_OCVAL.nc_amt6_24223_B5.tgz,0.00000000,25,7182,35.93,25.47,0.026,5.511,0.52227100,chl_a,0.40900001,0.00197600,0.00254000,0.00294100,0.00242400,0.00163300,0.00026000
24230,-2.81170000,-6.16330000,1998-05-30 09:56:00,amt6,S1998150120847.L2_MLAC.R0000020352_2S_2S_6W_6W.hdf_OCVAL.nc_amt6_24230_B5.tgz,0.00000000,25,9520,24.78,28.70,0.085,6.144,0.28426100,chl_a,0.19300000,0.00471100,0.00467500,0.00425300,0.00299700,0.00185800,0.00039100
24278,-21.65500000,12.40670000,1998-05-23 10:52:00,amt6,S1998143101309.L2_MLAC.R0000020352_21S_21S_12E_12E.hdf_OCVAL.nc_amt6_24278_B5.tgz,0.00000000,25,-470,42.61,38.91,0.056,7.315,1.95423200,chl_a,1.67600000,0.00076400,0.00134800,0.00208600,0.00209100,0.00208600,0.00054500
24307,-14.49330000,7.55830000,1998-05-26 11:36:00,amt6,S1998146104833.L2_MLAC.R0000020352_14S_14S_7E_7E.hdf_OCVAL.nc_amt6_24307_B5.tgz,0.00000000,25,-1101,35.70,27.06,0.033,5.278,0.48329000,chl_a,0.37099999,0.00206000,0.00271500,0.00303100,0.00249000,0.00162100,0.00024000
24308,-14.25000000,7.26670000,1998-05-26 13:33:00,amt6,S1998146104833.L2_MLAC.R0000020352_14S_14S_7E_7E.hdf_OCVAL.nc_amt6_24308_B5.tgz,0.00000000,25,-8124,35.48,28.76,0.023,5.092,0.53788700,chl_a,0.35299999,0.00242300,0.00280500,0.00301900,0.00252400,0.00170200,0.00024000
24351,-2.64670000,-6.58830000,1998-05-30 12:12:00,amt6,S1998150120847.L2_MLAC.R0000020352_2S_2S_6W_6W.hdf_OCVAL.nc_amt6_24351_B5.tgz,0.00000000,25,1359,24.56,26.45,0.084,6.230,0.23065500,chl_a,0.16100000,0.00592300,0.00536600,0.00449200,0.00305800,0.00180500,0.00024000
24352,-2.31670000,-6.63000000,1998-05-30 14:32:00,amt6,S1998150120847.L2_MLAC.R0000020352_2S_2S_6W_6W.hdf_OCVAL.nc_amt6_24352_B5.tgz,0.00000000,25,-7047,24.23,25.92,0.063,6.196,0.29024200,chl_a,0.13900000,0.00552800,0.00522200,0.00451900,0.00337100,0.00205800,0.00039200
24466,32.65670000,-17.16170000,1998-06-09 12:59:00,amt6,S1998160130056.L2_MLAC.R0000020352_33N_32N_17W_17W.hdf_OCVAL.nc_amt6_24466_B5.tgz,0.00000000,25,1189,10.01,33.82,0.020,8.049,0.10206900,chl_a,0.02700000,0.01042500,0.00859800,0.00605800,0.00365300,0.00174800,0.00005100
24478,37.37170000,-17.49330000,1998-06-10 14:45:00,amt6,S1998161134545.L2_MLAC.R0000020352_37N_36N_17W_17W.hdf_OCVAL.nc_amt6_24478_B5.tgz,0.00000000,25,-2580,18.27,43.30,0.073,6.412,0.06760800,chl_a,0.06800000,0.01284600,0.01041400,0.00752900,0.00435600,0.00205300,0.00027500
24488,41.31670000,-17.20330000,1998-06-11 11:50:00,amt6,S1998162125135.L2_MLAC.R0000020352_41N_41N_17W_16W.hdf_OCVAL.nc_amt6_24488_B5.tgz,0.00000000,25,4634,18.23,51.46,0.061,5.876,0.19024200,chl_a,0.16300000,0.00780800,0.00701200,0.00622100,0.00425700,0.00222800,0.00022600
24489,41.46830000,-17.05170000,1998-06-11 13:13:00,amt6,S1998162125135.L2_MLAC.R0000020352_41N_41N_17W_16W.hdf_OCVAL.nc_amt6_24489_B5.tgz,0.00000000,25,-349,18.38,51.06,0.015,5.852,0.24673400,chl_a,0.19900000,0.00666400,0.00604300,0.00535400,0.00378000,0.00211000,0.00020600
24511,48.62670000,-9.05670000,1998-06-13 12:52:00,amt6,S1998164124214.L2_MLAC.R0000020352_48N_48N_9W_8W.hdf_OCVAL.nc_amt6_24511_B5.tgz,0.00000000,25,227,25.71,36.55,0.040,10.838,0.66861200,chl_a,1.26800001,0.00579600,0.00518700,0.00500400,0.00441700,0.00330600,0.00063700
24512,48.70830000,-8.68500000,1998-06-13 14:10:00,amt6,S1998164124214.L2_MLAC.R0000020352_48N_48N_9W_8W.hdf_OCVAL.nc_amt6_24512_B5.tgz,0.00000000,25,-4455,25.83,35.25,0.044,10.858,0.75445000,chl_a,0.97899997,0.00834800,0.00753800,0.00734100,0.00676700,0.00500100,0.00087700
24514,48.73170000,-8.61330000,1998-06-13 15:05:00,amt6,S1998164124214.L2_MLAC.R0000020352_48N_48N_9W_8W.hdf_OCVAL.nc_amt6_24514_B5.tgz,0.00000000,25,-7755,25.86,35.01,0.056,10.859,1.19400100,chl_a,3.58800006,0.00983200,0.00884000,0.00877000,0.00839700,0.00713200,0.00132100
24185,-26.80000000,-40.70000000,1998-04-11 14:00:00,amt6b,S1998101133122.L2_GAC.R0000020353_26S_26S_40W_40W.hdf_OCVAL.nc_amt6b_24185_B5.tgz,0.00000000,25,37,36.75,51.92,0.064,2.777,0.09573900,chl_a,0.09500000,0.01033900,0.00770600,0.00532900,0.00282400,0.00134700,0.00009500
